catalog_version,date_released,count,start_date,end_date,weekly_additions_mean,weekly_additions_median,weekly_additions_max,weekly_backlog_mean,weekly_backlog_max,due_days_median,due_days_mean,due_days_p10,due_days_p90
2026.03.09,2026-03-09T19:46:11.6972Z,1539,2025-03-10,2026-03-09,4.716981132075472,4.0,13,13.150943396226415,24,21.0,46.3638726445744,14.0,181.0
