kappa_delay,kappa_degrade,kappa_amplify,kappa_overload,cyber_delta_pct,cbrn_delta_pct
0.30736088820526175,0.5839478994290928,0.48036104068609115,0.28525026355402405,9.54843326003158,13.401690243899136
0.4129504005857908,0.6743109475119591,0.7430863020063045,0.18867659591152433,7.886837668639683,17.11704321242652
0.5916708816110792,0.3789816604133416,0.7801773200974345,0.5599250802686391,14.679289050765036,23.638374308564895
0.5815224824867908,0.6516392582474521,0.5090922177934112,0.512947629187785,13.895802721176828,17.498155803280657
0.469028327240062,0.40328747198825715,0.36673952930009546,0.21316652842170172,8.215752096903845,9.940315986393887
0.5154901060071491,0.4585472364106589,0.5979083722835573,0.10642024118340329,6.1841408137726885,12.963260697061108
0.46862114092323254,0.41910848067943485,0.31723855992293243,0.3974329355030264,11.720478900640249,11.832923884404169
0.4611878935703868,0.3799949022470899,0.32564967274173173,0.5373120285960897,14.234895003861798,14.330735814957162
0.6784773893128597,0.5640258060109875,0.4070603472003753,0.5734098954898242,14.965504721445694,16.485176780673587
0.5380264247015274,0.45965764377197127,0.7402697594025334,0.25967090195093123,9.240169403559348,18.05432837780142
0.6175969220802702,0.38829219635742207,0.35693182778708,0.45042044475042775,12.746721904979758,13.42770369120456
0.33673518734441465,0.4958661937909285,0.5480170718123338,0.19445318237722922,7.732896430887591,13.362414258137589
0.6387443950150669,0.5290898387747782,0.5729019557755627,0.28607215839841493,9.861504125194479,15.08260200566408
0.45211595595238036,0.4968978067502338,0.48198254744370195,0.4378196114248115,12.470337276082802,15.767500277673468
0.5463065026977196,0.44976238579547984,0.20108141216409142,0.49701553038775215,13.56231058911153,11.145574570483896
0.5116305326866014,0.395926798286762,0.4999730134467164,0.14672296674730903,6.926157761288149,11.592351774452906
0.7428224435320119,0.7938417005507021,0.2352411305093498,0.2791156092956907,9.938914377912694,8.202099794018055
0.6380387466914501,0.3885428787307297,0.5402298550186695,0.308285481157515,10.187079989130075,14.777201727354006
0.664527294578525,0.7750786405784205,0.733037255790006,0.4104677326000248,12.171686369599525,20.21588499625135
0.2961645876008419,0.7682372499869978,0.21417945720306564,0.24885472821043073,8.935117160545781,7.545820638750761
0.3689680958603575,0.6030955890336229,0.49241783964350694,0.14644427437872362,6.918110113480658,11.525382280714947
0.20771473264695822,0.5625894480641828,0.49488999940455575,0.40069106067020055,11.624256083507928,15.567044250092968
0.5384143183193207,0.734275464979808,0.7510381147223582,0.1941285805511825,8.195245385194635,17.286784206708735
0.7652725216823206,0.6726359757936702,0.5834157513337799,0.4298036337454747,12.523183434638577,17.53139990267548
0.5276361379403856,0.7503579797857045,0.33995792372008327,0.39965799613479047,11.904891846451907,12.29367798830434
0.6885458371229904,0.280856870972678,0.5693049646153203,0.30141673776478695,10.02741604964858,15.229502474813215
0.6596218048797697,0.24062861637232436,0.5640886286205221,0.5285393449933234,14.115676658750603,18.82258905040407
0.5770087174178544,0.3928026172721125,0.5934776335531335,0.26907642136800536,9.407640425348815,15.257240646221357
0.6011556730460541,0.27700664086523213,0.3679950465175357,0.11635918909845769,6.250827562267538,8.462181449027183
0.2503456333776145,0.532861771889904,0.33901893283538437,0.35804129381886596,10.848678374023375,11.762813525693764
0.5957417198437047,0.7287117076097143,0.41303660875312326,0.2593394832193726,9.445759776012268,11.5030776004965
0.38820004493828486,0.2707097867146372,0.5979100187943587,0.5098272907186052,13.683744470880516,19.27964105043379
0.48380291651779334,0.5349784381691285,0.7750880682173711,0.4494575858262443,12.707298420327318,21.74742158831319
0.6470209319885911,0.7336990143827171,0.3294743456504714,0.42508302916034535,12.407176502242146,12.453972528891802
0.6304367031958362,0.7053367578341156,0.40627132760113666,0.4443973528565238,12.729230074569955,14.302095191897607
0.5626403634815635,0.4456166202935993,0.261011454249298,0.27652421689157025,9.571002538102404,8.750376690424359
0.7780908488722873,0.32991410096767915,0.2681827961529054,0.2838397123685039,9.797409060304291,8.921075243960134
0.2605884752635893,0.3603193591017629,0.7486736732617549,0.25939104072278973,8.812423835764745,18.382133189790697
0.5515337087280956,0.343246867732971,0.600787954639103,0.16382819383244127,7.2674860781565345,13.835967666490825
0.673885629965303,0.45376762686295574,0.3101962322548588,0.47912478282424553,13.294610831195769,12.960980591046777
0.5325695234163397,0.46288700619858153,0.34437562508826397,0.4906829465973589,13.447190664775913,13.882581373764245
0.4191710340220764,0.22585441438075743,0.7792215619068081,0.11523240406244753,5.806583332784101,16.768536500763894
0.2722814465743245,0.47948751859722766,0.32471296494316026,0.26756751879304774,9.088643216879696,10.054760845400882
0.5405391451600045,0.7747051713553721,0.761787334554707,0.13694798792261761,7.150753181953336,16.663124003380577
0.7119881937559998,0.30069419307934714,0.6868597235019402,0.24817360892409965,9.057072626210116,16.743052028091583
0.6307006143697389,0.6312759230165161,0.710330755853813,0.5898129244257467,15.249278278104732,22.75992245694935
0.3652885117178011,0.5769850752046347,0.6435564773822207,0.13981466878780338,6.749346918503048,14.450055051688008
0.5977768026613094,0.3929093091849488,0.29688142559657055,0.3747357789173795,11.377645127230226,11.004723905978448
0.47713015824654065,0.5462478997759437,0.5851505542420141,0.34933443067425085,10.898611831737472,16.384214171409877
0.7430904244634817,0.30674851903460265,0.3732749894056553,0.27811082059004255,9.65003404443544,10.940966153584817
0.6646292120471966,0.5912588701195727,0.3238536080376869,0.472220945296958,13.20205555450045,13.11885909799646
0.6629222227440466,0.6621448793434714,0.24702374295331173,0.20606957441288629,8.502345125865224,7.344949649010696
0.7372310162795725,0.7276592359230265,0.32334359455800366,0.3756878291573579,11.591114257817846,11.495592165215012
0.3576099550686087,0.4497708629396786,0.21256690649744364,0.2408801183683759,8.657052468760893,7.348993449704019
0.36240854086754615,0.7514782945712446,0.5527821299796953,0.1887582467158079,7.865767802817027,13.355694066689994
0.4565387255248039,0.4957616973139725,0.5824160704556338,0.3662239249241793,11.170900524569987,16.606606637859517
0.45259562440660606,0.3864758070651827,0.5449997052811327,0.5879160068353646,15.138871539703006,19.530912738423314
0.5317921786317299,0.7322072880310668,0.20916346111018946,0.2015487014114983,8.324386334411317,6.581611962192777
0.7188607875938289,0.5416837381968617,0.49253484718222323,0.28440214434066435,9.897450934326145,13.425071900947048
0.3771594277337004,0.6072978779321297,0.4194410333480002,0.31761735370330746,10.252227125006504,12.645087251518868
0.6661089727565519,0.7677097835124771,0.7961941120487874,0.3424576185035665,10.987341468163615,20.388715989504234
0.2829014330003042,0.21495416146106316,0.496794023334853,0.13817749574266405,6.0145443517902075,11.557225544933779
0.2706278479894067,0.34090344769391,0.7951958587648988,0.18111427876028294,7.1573277256551044,18.1427951541487
0.26607927139844967,0.749554264686171,0.5732418445717034,0.4699503511754195,12.999780357589207,18.199038565142985
0.4128400732822187,0.7602995053935167,0.7856603812142411,0.3792278508889353,11.468042343443974,20.866693264798506
0.7921041659167323,0.5034766116912542,0.46384417036065534,0.4927170007299507,13.581412599850784,16.19791387539115
0.5865486015982033,0.3203182140099414,0.5089635715974086,0.10822972974324233,6.1273152300392155,11.172794601913843
0.7253959109379073,0.5254675317178228,0.2277122171260587,0.5688794630414058,14.891913846708901,12.851967014950667
0.7996618806627109,0.6423832551723564,0.4587940722853112,0.39570964101740014,11.940289177800015,14.492936743394704
0.2061391412940021,0.26506959380762846,0.3985996629022929,0.30563434424431213,9.60116003613904,12.163260266520808
0.6535692994141874,0.3024378659529526,0.2696628416575466,0.4487319666543196,12.70552820670989,11.655494426490854
0.7328192719921787,0.7278003513785443,0.6451497206188452,0.5917836500423355,15.31575894953597,21.482250800754418
