scenario,peak_cyber,peak_cbrn,peak_rogue,peak_loss_control,min_cbf_margin,max_hazard_index,final_loss_of_control
cbf_on,0.18000000715255737,0.35724642872810364,0.8808140158653259,0.9837668538093567,0.47430139780044556,0.7256986498832703,0.9826392531394958
cbf_disabled_at_26,0.18000000715255737,0.3572552800178528,0.8918388485908508,0.9867932200431824,0.4712086319923401,0.7287914156913757,0.9844011068344116
