scenario,week,cyber,cbrn,rogue_autonomy,loss_of_control,hazard_index,cbf_margin,cbf_active,institutional_overload,trust_erosion,adversary_reward
cbf_on,20.0,0.10714153200387955,0.35657986998558044,0.8808140158653259,0.9767733812332153,0.717810869216919,0.4128544330596924,1.0,0.9402490258216858,0.91743403673172,4.58409309387207
cbf_on,21.0,0.10779660195112228,0.3566400110721588,0.8796666860580444,0.9791231751441956,0.7191628813743591,0.45617592334747314,1.0,0.9404999613761902,0.9212232828140259,4.578968048095703
cbf_on,22.0,0.10843275487422943,0.3566954731941223,0.8742234706878662,0.9800267219543457,0.7199773192405701,0.4650924503803253,1.0,0.9402449131011963,0.9243065118789673,4.564820766448975
cbf_on,23.0,0.10909075289964676,0.35674983263015747,0.8711510896682739,0.980015754699707,0.7209047675132751,0.4652807414531708,1.0,0.9401905536651611,0.9268313646316528,4.572281837463379
cbf_on,24.0,0.1097908616065979,0.35679885745048523,0.8736417293548584,0.9803615212440491,0.7227497100830078,0.45996108651161194,1.0,0.9404011368751526,0.9290705919265747,4.580260276794434
cbf_on,25.0,0.11050410568714142,0.3568386435508728,0.8730382919311523,0.9815199375152588,0.7239168882369995,0.4487854838371277,1.0,0.9411389827728271,0.9310414791107178,4.585224151611328
cbf_on,26.0,0.11121837049722672,0.3568699061870575,0.8738706707954407,0.9818493127822876,0.724172055721283,0.4813356399536133,1.0,0.9410324096679688,0.9326816201210022,4.582711696624756
cbf_on,27.0,0.11188133805990219,0.35689598321914673,0.8767690062522888,0.9824249148368835,0.7249314785003662,0.4679046869277954,1.0,0.9409863948822021,0.9340677857398987,4.590780258178711
cbf_on,28.0,0.11245203018188477,0.3569176197052002,0.8767725229263306,0.9831569790840149,0.7249783873558044,0.46240073442459106,1.0,0.9407779574394226,0.9352357387542725,4.587113380432129
cbf_on,29.0,0.11296400427818298,0.35693326592445374,0.8784834742546082,0.9833179116249084,0.7251520752906799,0.4696369469165802,1.0,0.9406017065048218,0.9361341595649719,4.58369255065918
cbf_on,30.0,0.1134648248553276,0.35694366693496704,0.8764963746070862,0.9837668538093567,0.7256986498832703,0.4522349536418915,1.0,0.9408571720123291,0.9369891285896301,4.585824966430664
cbf_on,31.0,0.1139792948961258,0.35695090889930725,0.8740404844284058,0.9835034012794495,0.7250218987464905,0.4802226126194,1.0,0.940319299697876,0.9376108050346375,4.579319000244141
cbf_on,32.0,0.11448613554239273,0.356956422328949,0.8686405420303345,0.9831238389015198,0.7252566814422607,0.463352769613266,1.0,0.9399944543838501,0.9382005333900452,4.57641077041626
cbf_on,33.0,0.1149936392903328,0.35695961117744446,0.860998272895813,0.982262134552002,0.7248517870903015,0.4793280363082886,1.0,0.9398941397666931,0.9387086033821106,4.566027641296387
cbf_on,34.0,0.11546359211206436,0.35696136951446533,0.8589169979095459,0.9811644554138184,0.7245898246765137,0.4819753170013428,1.0,0.9398534893989563,0.9390302896499634,4.567567825317383
cbf_on,35.0,0.11585235595703125,0.356967568397522,0.8555757999420166,0.9806792736053467,0.7233169674873352,0.49109548330307007,1.0,0.9393016695976257,0.9392589926719666,4.554982662200928
cbf_on,36.0,0.11615058034658432,0.3569833040237427,0.8535270690917969,0.9798488020896912,0.7227519154548645,0.48588916659355164,1.0,0.9388173222541809,0.9393445253372192,4.545857906341553
cbf_on,37.0,0.1163872480392456,0.35701045393943787,0.8563132286071777,0.9794503450393677,0.7229197025299072,0.48024290800094604,1.0,0.93880695104599,0.9393686652183533,4.550134181976318
cbf_on,38.0,0.11661726236343384,0.357046514749527,0.8595547676086426,0.9797592759132385,0.7224422097206116,0.4919450879096985,1.0,0.9387674331665039,0.9393643736839294,4.544692039489746
cbf_on,39.0,0.11687704920768738,0.35708650946617126,0.863795816898346,0.9801404476165771,0.722196102142334,0.4822269678115845,1.0,0.9385795593261719,0.9392690658569336,4.5545148849487305
cbf_on,40.0,0.11718657612800598,0.3571227788925171,0.8645744323730469,0.9806063175201416,0.7219232320785522,0.47779569029808044,1.0,0.9382728934288025,0.9392436146736145,4.550296783447266
cbf_on,41.0,0.11751822382211685,0.3571487367153168,0.860305666923523,0.9805946350097656,0.7223578095436096,0.46983763575553894,1.0,0.9386131167411804,0.939326286315918,4.550116539001465
cbf_on,42.0,0.11784199625253677,0.3571659028530121,0.8586422204971313,0.9800674319267273,0.722538948059082,0.48056796193122864,1.0,0.9390531778335571,0.939382016658783,4.555387496948242
cbf_on,43.0,0.11811801046133041,0.35717809200286865,0.8570321798324585,0.9799656867980957,0.7228394150733948,0.47652262449264526,1.0,0.9393973350524902,0.9394955039024353,4.554551601409912
cbf_on,44.0,0.11835640668869019,0.3571876883506775,0.8569667339324951,0.9800617694854736,0.7245514392852783,0.45305296778678894,1.0,0.9401418566703796,0.9397293329238892,4.5721821784973145
cbf_on,45.0,0.11858845502138138,0.35719218850135803,0.8603577017784119,0.98051917552948,0.7251558303833008,0.4687938094139099,1.0,0.9405006766319275,0.9399426579475403,4.576232433319092
cbf_on,46.0,0.1188616007566452,0.35718834400177,0.8609278202056885,0.9813152551651001,0.7254425883293152,0.4598192870616913,1.0,0.940968930721283,0.9400938153266907,4.567810535430908
cbf_on,47.0,0.11918851733207703,0.3571794629096985,0.8642082810401917,0.981529712677002,0.7253028154373169,0.47233766317367554,1.0,0.9409216046333313,0.940107524394989,4.568511009216309
cbf_on,48.0,0.11954133212566376,0.3571741282939911,0.8636399507522583,0.9820516109466553,0.7253143191337585,0.4597746729850769,1.0,0.9408315420150757,0.9401550889015198,4.570840835571289
cbf_on,49.0,0.11991000175476074,0.35717830061912537,0.8645821213722229,0.9816576242446899,0.7234885692596436,0.5068576335906982,1.0,0.9395824074745178,0.93996661901474,4.553164005279541
cbf_on,50.0,0.12024588137865067,0.357193261384964,0.8678102493286133,0.9814637303352356,0.7226930260658264,0.48523661494255066,1.0,0.9387333989143372,0.9396584630012512,4.549310684204102
cbf_on,51.0,0.12051115930080414,0.35721689462661743,0.87408846616745,0.9817865490913391,0.7232654690742493,0.46685710549354553,1.0,0.938482940196991,0.9394556283950806,4.55722188949585
cbf_on,52.0,0.12069281190633774,0.35724642872810364,0.8766693472862244,0.9826392531394958,0.7229043841362,0.46934130787849426,1.0,0.9386856555938721,0.9392898678779602,4.555086612701416
cbf_disabled_at_26,1.0,0.15969102084636688,0.23241783678531647,0.1810746043920517,0.20826581120491028,0.23749375343322754,-0.4753425121307373,1.0,0.44591522216796875,0.5874764323234558,1.8059406280517578
cbf_disabled_at_26,2.0,0.14401814341545105,0.26945745944976807,0.18161393702030182,0.32625144720077515,0.31342440843582153,-0.23622846603393555,1.0,0.6453633308410645,0.6226983666419983,2.283423900604248
cbf_disabled_at_26,3.0,0.1319628357887268,0.29555952548980713,0.1918880045413971,0.41118091344833374,0.3724287450313568,-0.038487255573272705,1.0,0.7587145566940308,0.6575881838798523,2.6015124320983887
cbf_disabled_at_26,4.0,0.12278421223163605,0.3138977885246277,0.2180793285369873,0.4764692783355713,0.4188936948776245,0.10749846696853638,1.0,0.8181302547454834,0.6902536153793335,2.842829465866089
cbf_disabled_at_26,5.0,0.1159275621175766,0.3267422020435333,0.26745128631591797,0.5324653387069702,0.45575085282325745,0.23091959953308105,1.0,0.8493630886077881,0.7194586992263794,3.033721446990967
cbf_disabled_at_26,6.0,0.11093404144048691,0.3357149064540863,0.3511115312576294,0.5880943536758423,0.4897378087043762,0.26206842064857483,1.0,0.8689541220664978,0.7457155585289001,3.2541072368621826
cbf_disabled_at_26,7.0,0.10742104053497314,0.34197238087654114,0.46747785806655884,0.6491291522979736,0.5231233239173889,0.2418762445449829,1.0,0.8844550251960754,0.769641637802124,3.500485420227051
cbf_disabled_at_26,8.0,0.10507304221391678,0.3463321030139923,0.5942801237106323,0.7141953706741333,0.5559755563735962,0.20451077818870544,1.0,0.8988495469093323,0.7917665839195251,3.7670257091522217
cbf_disabled_at_26,9.0,0.1036088764667511,0.34937116503715515,0.7019825577735901,0.776764988899231,0.5861539840698242,0.19594025611877441,1.0,0.9109776020050049,0.8121039867401123,3.9997975826263428
cbf_disabled_at_26,10.0,0.10283506661653519,0.3514944314956665,0.771038293838501,0.8291013240814209,0.610116720199585,0.24129599332809448,1.0,0.9196990728378296,0.8302842378616333,4.159597873687744
cbf_disabled_at_26,11.0,0.10260731726884842,0.35298267006874084,0.8108896017074585,0.8678750991821289,0.6304113864898682,0.2834513485431671,1.0,0.9251009821891785,0.8462681770324707,4.272228717803955
cbf_disabled_at_26,12.0,0.10277575254440308,0.354031503200531,0.8335106372833252,0.8961350917816162,0.6458598375320435,0.3409503102302551,1.0,0.9278414249420166,0.8600927591323853,4.333792686462402
cbf_disabled_at_26,13.0,0.10319913923740387,0.35477548837661743,0.8480126261711121,0.917224645614624,0.6602765917778015,0.3401315212249756,1.0,0.930097758769989,0.8719593286514282,4.386703968048096
cbf_disabled_at_26,14.0,0.10378891229629517,0.3553096652030945,0.854068398475647,0.9336495995521545,0.6725277900695801,0.3550340533256531,1.0,0.9316118955612183,0.8822451233863831,4.4255900382995605
cbf_disabled_at_26,15.0,0.10447262972593307,0.35569748282432556,0.8532230854034424,0.945461094379425,0.6818536520004272,0.37844356894493103,1.0,0.932813286781311,0.8909779787063599,4.442450523376465
cbf_disabled_at_26,16.0,0.10522576421499252,0.3559829592704773,0.8543888330459595,0.9534487724304199,0.6896136403083801,0.40094196796417236,1.0,0.9336671233177185,0.8982954025268555,4.45770263671875
cbf_disabled_at_26,17.0,0.10600115358829498,0.35620006918907166,0.8583096265792847,0.9596861004829407,0.6964433193206787,0.4078035354614258,1.0,0.9345743656158447,0.904529869556427,4.477155685424805
cbf_disabled_at_26,18.0,0.10678106546401978,0.35637199878692627,0.8597083687782288,0.9646306037902832,0.7011553645133972,0.4270215332508087,1.0,0.93495112657547,0.9098953604698181,4.489645957946777
cbf_disabled_at_26,19.0,0.10754351317882538,0.3565109968185425,0.8608255982398987,0.9677546620368958,0.7042660713195801,0.45225608348846436,1.0,0.9348808526992798,0.9143829345703125,4.488360404968262
cbf_disabled_at_26,20.0,0.1082889586687088,0.356624573469162,0.8643401861190796,0.9703834652900696,0.7088486552238464,0.43653833866119385,1.0,0.9357291460037231,0.9182936549186707,4.512598514556885
cbf_disabled_at_26,21.0,0.10899120569229126,0.35671722888946533,0.8703882098197937,0.9731941223144531,0.7122271060943604,0.44888946413993835,1.0,0.9368868470191956,0.9217060804367065,4.530478000640869
cbf_disabled_at_26,22.0,0.10967213660478592,0.3567931652069092,0.8716292381286621,0.9759832620620728,0.7150821089744568,0.43449074029922485,1.0,0.9383769035339355,0.9246065616607666,4.535834789276123
cbf_disabled_at_26,23.0,0.11036479473114014,0.3568591773509979,0.8727846145629883,0.9774429798126221,0.7162905335426331,0.46639540791511536,1.0,0.9387357831001282,0.9269146919250488,4.540116786956787
cbf_disabled_at_26,24.0,0.11106269806623459,0.3569222092628479,0.8766696453094482,0.9786844849586487,0.7183194160461426,0.4521050453186035,1.0,0.9389694929122925,0.9288748502731323,4.552329063415527
cbf_disabled_at_26,25.0,0.1117837131023407,0.3569818139076233,0.8776704668998718,0.9800640344619751,0.7195317149162292,0.4615173935890198,1.0,0.9389166831970215,0.9306067228317261,4.558278560638428
cbf_disabled_at_26,26.0,0.11254879087209702,0.3570314943790436,0.8764252662658691,0.9808749556541443,0.7212352156639099,0.45677125453948975,1.0,0.939590334892273,0.93215411901474,4.561835289001465
cbf_disabled_at_26,27.0,0.11334672570228577,0.3570678234100342,0.8789361715316772,0.9815359711647034,0.7229259610176086,0.4570830464363098,0.0,0.9402025938034058,0.9334864616394043,4.580050945281982
cbf_disabled_at_26,28.0,0.1141272708773613,0.35709115862846375,0.878297746181488,0.9826441407203674,0.7245911359786987,0.4517291188240051,0.0,0.9406452178955078,0.9347769021987915,4.588733673095703
cbf_disabled_at_26,29.0,0.11484798789024353,0.3571030795574188,0.8771635293960571,0.983039915561676,0.7244830131530762,0.47395849227905273,0.0,0.9408535957336426,0.9357714056968689,4.582099437713623
cbf_disabled_at_26,30.0,0.11551675945520401,0.35710763931274414,0.8775894045829773,0.9831188917160034,0.724690854549408,0.4785258173942566,0.0,0.9403358101844788,0.9365419745445251,4.581231594085693
cbf_disabled_at_26,31.0,0.11610587686300278,0.3571084141731262,0.8744834661483765,0.9832419157028198,0.7242360711097717,0.4780038595199585,0.0,0.9400515556335449,0.9371992945671082,4.57789421081543
cbf_disabled_at_26,32.0,0.11659649014472961,0.35710644721984863,0.8733065724372864,0.9828506708145142,0.7246037125587463,0.472073495388031,0.0,0.9399407505989075,0.9377253651618958,4.5793867111206055
cbf_disabled_at_26,33.0,0.11695262044668198,0.3571041524410248,0.8757176995277405,0.9829942584037781,0.7255401015281677,0.46078160405158997,0.0,0.9404184222221375,0.9382230043411255,4.586597919464111
cbf_disabled_at_26,34.0,0.11714127659797668,0.35710451006889343,0.8821136951446533,0.9837588667869568,0.7268961668014526,0.46162381768226624,0.0,0.9407166838645935,0.9387610554695129,4.598893165588379
cbf_disabled_at_26,35.0,0.11716101318597794,0.3571089804172516,0.8856798410415649,0.9849687218666077,0.7266718745231628,0.46624964475631714,0.0,0.9408220052719116,0.9392201900482178,4.59547233581543
cbf_disabled_at_26,36.0,0.11708477884531021,0.357116162776947,0.8911197781562805,0.9857324957847595,0.7279008030891418,0.4449339210987091,0.0,0.9413354396820068,0.9395689368247986,4.601963520050049
cbf_disabled_at_26,37.0,0.11699987947940826,0.3571275472640991,0.8918388485908508,0.9867932200431824,0.7285665273666382,0.4450053572654724,0.0,0.9416264295578003,0.9399862289428711,4.606870174407959
cbf_disabled_at_26,38.0,0.11696219444274902,0.35714295506477356,0.887911856174469,0.9867451190948486,0.7272686958312988,0.4901347756385803,0.0,0.9408975839614868,0.9402843117713928,4.5943732261657715
cbf_disabled_at_26,39.0,0.11697932332754135,0.3571609854698181,0.8802762627601624,0.9859483242034912,0.7265248894691467,0.4741569757461548,0.0,0.940703272819519,0.9404826164245605,4.588016033172607
cbf_disabled_at_26,40.0,0.11706678569316864,0.3571808636188507,0.8759537935256958,0.9846274852752686,0.7258926033973694,0.4891793131828308,0.0,0.9401634931564331,0.9405767321586609,4.578807353973389
cbf_disabled_at_26,41.0,0.11720927059650421,0.3572019934654236,0.870065450668335,0.983590841293335,0.7238341569900513,0.5061625242233276,0.0,0.9391173720359802,0.9405310750007629,4.562659740447998
cbf_disabled_at_26,42.0,0.11740194261074066,0.35722243785858154,0.8627386093139648,0.9822071194648743,0.7233182787895203,0.4889680743217468,0.0,0.9386454224586487,0.9404534101486206,4.5577287673950195
cbf_disabled_at_26,43.0,0.1176212728023529,0.3572401702404022,0.8588634133338928,0.9808434844017029,0.7225123047828674,0.49866658449172974,0.0,0.9385145902633667,0.9403113722801208,4.54572868347168
cbf_disabled_at_26,44.0,0.11788605153560638,0.35725200176239014,0.8549977540969849,0.9799951314926147,0.7217743992805481,0.49457791447639465,0.0,0.9384052157402039,0.9401583671569824,4.539344787597656
cbf_disabled_at_26,45.0,0.11820713430643082,0.3572552800178528,0.8545190095901489,0.9793148636817932,0.7217985987663269,0.4767521917819977,0.0,0.9388863444328308,0.9399601817131042,4.544313907623291
cbf_disabled_at_26,46.0,0.11859191209077835,0.35725149512290955,0.8564020395278931,0.9792182445526123,0.7213938236236572,0.48078110814094543,0.0,0.9388079643249512,0.939708948135376,4.547058582305908
cbf_disabled_at_26,47.0,0.11901549249887466,0.3572448790073395,0.8587253093719482,0.9794989824295044,0.7219534516334534,0.4655018448829651,0.0,0.9391187429428101,0.939513087272644,4.5460333824157715
cbf_disabled_at_26,48.0,0.11941120028495789,0.35723987221717834,0.8641220927238464,0.9800025224685669,0.722983181476593,0.4710210859775543,0.0,0.9390853643417358,0.9394675493240356,4.559765338897705
cbf_disabled_at_26,49.0,0.11972426623106003,0.35723772644996643,0.8691686391830444,0.981110155582428,0.7239997982978821,0.46449777483940125,0.0,0.9392576813697815,0.9395567178726196,4.5722761154174805
cbf_disabled_at_26,50.0,0.11996296048164368,0.3572324812412262,0.8729416131973267,0.9822056889533997,0.725330114364624,0.45762336254119873,0.0,0.9398596286773682,0.939755916595459,4.583222389221191
cbf_disabled_at_26,51.0,0.12016408890485764,0.3572195768356323,0.876462996006012,0.9833081960678101,0.7273669242858887,0.447601854801178,0.0,0.9409749507904053,0.9400842785835266,4.594274997711182
cbf_disabled_at_26,52.0,0.12034846842288971,0.35719892382621765,0.8756914734840393,0.9844011068344116,0.7287914156913757,0.4491328001022339,0.0,0.9420813918113708,0.9405428767204285,4.604316711425781
