iteration,steps_seen,adversary_return,peak_cyber,peak_cbrn,peak_rogue,peak_loss_control,min_cbf_margin,cbf_violation_rate,policy_loss
76.0,7296.0,34.69869613647461,0.18000000715255737,0.3475932776927948,0.6740853786468506,0.7543068528175354,-0.37167418003082275,0.1354166716337204,-0.003052870510146022
77.0,7392.0,33.26921463012695,0.18000000715255737,0.35115882754325867,0.562848687171936,0.697372555732727,-0.3718641996383667,0.1458333283662796,-0.011357215233147144
78.0,7488.0,33.156681060791016,0.18000000715255737,0.3552702069282532,0.5803173184394836,0.6999915242195129,-0.36335134506225586,0.125,-0.0148250050842762
79.0,7584.0,33.6937141418457,0.18000000715255737,0.34657740592956543,0.5861433148384094,0.714600682258606,-0.3820730447769165,0.1458333283662796,-0.006425952073186636
80.0,7680.0,33.392154693603516,0.18000000715255737,0.34746524691581726,0.5840159058570862,0.7063942551612854,-0.3734086751937866,0.1458333283662796,-0.013336646370589733
81.0,7776.0,31.553325653076172,0.18000000715255737,0.3499736785888672,0.41519472002983093,0.6334793567657471,-0.37228238582611084,0.125,-0.0019691064953804016
82.0,7872.0,32.497047424316406,0.18000000715255737,0.3516552746295929,0.4721498489379883,0.6607217788696289,-0.3591874837875366,0.1145833358168602,-0.014367473311722279
83.0,7968.0,32.468353271484375,0.18000000715255737,0.34377068281173706,0.5355044603347778,0.6840417385101318,-0.3712705373764038,0.1354166716337204,0.0034043348859995604
84.0,8064.0,32.3661003112793,0.18000000715255737,0.3453352153301239,0.47765085101127625,0.6595510244369507,-0.36333978176116943,0.125,-0.029354536905884743
85.0,8160.0,33.04995346069336,0.18000000715255737,0.34437939524650574,0.5704952478408813,0.7002562880516052,-0.35594236850738525,0.125,-0.017734689638018608
86.0,8256.0,33.47705841064453,0.18000000715255737,0.3447922170162201,0.5695046782493591,0.7068392038345337,-0.3612191677093506,0.15625,0.01677297241985798
87.0,8352.0,33.77685546875,0.18000000715255737,0.3424276113510132,0.6399274468421936,0.7261308431625366,-0.3696439266204834,0.1354166716337204,-0.012147159315645695
88.0,8448.0,35.80118179321289,0.18000000715255737,0.3548741042613983,0.6897820830345154,0.7679325342178345,-0.3792072534561157,0.15625,0.0030647863168269396
89.0,8544.0,33.735225677490234,0.18000000715255737,0.34912192821502686,0.5933690667152405,0.7147737145423889,-0.35128211975097656,0.1458333283662796,-0.01245503593236208
90.0,8640.0,34.6038818359375,0.18000000715255737,0.34283390641212463,0.6742042303085327,0.7548303604125977,-0.37776780128479004,0.15625,-0.01227546762675047
91.0,8736.0,33.88246536254883,0.18000000715255737,0.3489401340484619,0.627403736114502,0.7327524423599243,-0.369573712348938,0.1354166716337204,-0.013523257337510586
92.0,8832.0,34.61381530761719,0.18000000715255737,0.3409922122955322,0.6772904396057129,0.7555162906646729,-0.3708409070968628,0.1458333283662796,-0.0124323396012187
93.0,8928.0,31.4769229888916,0.18000000715255737,0.34352555871009827,0.45869719982147217,0.6439538598060608,-0.3578704595565796,0.125,0.014780603349208832
94.0,9024.0,32.77833557128906,0.18000000715255737,0.35592299699783325,0.5354160666465759,0.688607931137085,-0.3756972551345825,0.125,-0.01234329491853714
95.0,9120.0,32.745323181152344,0.18000000715255737,0.3403012454509735,0.5267481803894043,0.6892088651657104,-0.3724251985549927,0.125,-0.021395763382315636
96.0,9216.0,34.32025146484375,0.18000000715255737,0.34694552421569824,0.6461743116378784,0.7411144375801086,-0.388677716255188,0.1458333283662796,0.0020348343532532454
97.0,9312.0,33.2305908203125,0.18000000715255737,0.3504127860069275,0.5599952936172485,0.7033441066741943,-0.3679378032684326,0.1458333283662796,-0.017789535224437714
98.0,9408.0,34.563331604003906,0.18000000715255737,0.3445011377334595,0.6923749446868896,0.7562737464904785,-0.369531512260437,0.125,-0.006458200514316559
99.0,9504.0,33.41045379638672,0.18000000715255737,0.34818950295448303,0.5794902443885803,0.7141507863998413,-0.37794411182403564,0.15625,-0.004924222826957703
100.0,9600.0,33.879398345947266,0.18000000715255737,0.3494853973388672,0.6007018089294434,0.7235349416732788,-0.33568239212036133,0.125,-0.02808561362326145
101.0,9696.0,34.819923400878906,0.18000000715255737,0.3480757772922516,0.6890326738357544,0.7632170915603638,-0.36116623878479004,0.1458333283662796,-0.015280927531421185
102.0,9792.0,34.1036491394043,0.18000000715255737,0.34364986419677734,0.6094087958335876,0.719947099685669,-0.3667764663696289,0.125,-0.03705398365855217
103.0,9888.0,34.272743225097656,0.18000000715255737,0.34608012437820435,0.687810480594635,0.7545053362846375,-0.3791983127593994,0.125,-0.016080664470791817
104.0,9984.0,33.98103713989258,0.18000000715255737,0.35010796785354614,0.5947536826133728,0.7176740169525146,-0.3732794523239136,0.1354166716337204,-0.0179897453635931
105.0,10080.0,34.204837799072266,0.18000000715255737,0.34494882822036743,0.6323740482330322,0.7363932132720947,-0.3751417398452759,0.125,-0.015191659331321716
